major,gender,attendance,homework_completion,lib_borrow,club_participation,class_interaction,exam_score,gpa
环境学院,0,22,0.8491275691432789,7,1,6,60,2.035324717168916
新闻传播学院,1,26,0.6588481380270338,2,0,15,79,1.7285644990010702
马克思主义学院,1,29,0.8174955824655714,8,1,19,61,2.5717211507527455
外国语言文学学院,1,29,0.7544271733806903,1,0,2,75,1.81885906458565
文学院,1,28,0.7770148863109174,3,1,6,68,1.7520947497691828
环境学院,0,27,0.809440229223695,3,1,13,73,2.434550272420497
生命科学学院,0,20,0.6513584687209006,5,0,3,60,1.0
法学院,1,26,0.7437950935408479,9,1,9,94,2.9210700146936226
体育与运动学院,0,26,0.6253798243506414,5,1,1,77,1.6814935958713992
生命科学学院,1,27,0.9918672521689597,2,0,15,60,2.8235883696054542
艺术与传媒学院,0,29,0.6474112115280505,8,1,2,64,1.464186300195907
政府管理学院,0,24,0.7034098954179818,4,1,14,70,1.9287796884680282
统计学院,0,29,0.9565171706813589,1,1,7,97,3.485881669845541
外国语言文学学院,0,28,0.7930840184956567,5,1,15,83,2.9816949325570934
新闻传播学院,0,28,0.6542548806082521,2,0,10,98,3.0885618842412486
经济与工商管理学院,1,27,0.7536922152157396,7,1,10,91,2.9159537810636684
马克思主义学院,1,25,0.6463471976765544,2,1,10,75,1.9959248276528094
文学院,0,25,0.6800863988338007,4,1,0,62,1.119571164865605
哲学学院,1,20,0.620811938779938,3,1,1,67,1.0
化学学院,0,25,0.77529099781964,3,1,19,91,3.065570930294126
物理与天文学院,0,23,0.9226544486901039,1,0,0,81,2.008347408006038
心理学部,0,23,0.8343876714799582,7,1,18,76,2.817481302633096
教育学部,0,21,0.8425381221938447,2,0,19,86,2.757790806819593
教育学部,1,30,0.6802336120332961,3,0,9,62,1.4862095113572682
艺术与传媒学院,0,23,0.7375575373009466,5,0,18,85,2.7405064411602758
历史学院,1,24,0.9380968415363328,8,0,10,94,3.479174824649098
化学学院,0,31,0.6351424737306058,3,1,11,72,2.421069349556502
哲学学院,0,24,0.9431722614674135,2,0,9,76,2.580947789073824
物理与天文学院,1,24,0.7934760105059142,4,1,6,89,2.6196471449346017
生命科学学院,0,23,0.9348589725300469,8,1,7,88,3.0446688900911694
化学学院,0,20,0.7272025677577602,0,0,10,73,1.5983750412994187
经济与工商管理学院,1,29,0.7355371806332083,4,0,17,89,3.1803553629413877
物理与天文学院,1,27,0.9006419473292571,3,1,15,96,3.8038444672321594
地理科学学部,1,22,0.9139984693568881,4,0,0,97,2.9308083673024283
地理科学学部,0,21,0.6918578711960587,6,1,5,68,1.0
化学学院,0,28,0.9891485299287622,6,0,16,91,4.0
物理与天文学院,1,26,0.6337960416979316,6,1,12,63,1.6341454447269919
物理与天文学院,1,28,0.6274011852408523,0,1,9,65,1.619983374166545
心理学部,0,21,0.8382016861144411,8,0,9,60,1.7751640971907996
外国语言文学学院,0,28,0.8890963071086486,6,0,0,84,2.531960753387794
历史学院,1,29,0.9843544516899896,3,0,6,99,3.71658548521772
哲学学院,1,28,0.7619783123195446,3,0,19,97,3.6385584505815394
法学院,1,30,0.6101165635958532,1,1,8,62,1.439330453214579
新闻传播学院,1,28,0.8411585357785628,5,0,10,80,2.738600072028852
教育学部,0,29,0.7158784082395088,9,1,19,73,2.660815167868248
文学院,0,29,0.7731788484781609,2,1,1,89,2.4863861917164596
马克思主义学院,0,23,0.7953877928999741,0,1,0,61,1.0
哲学学院,0,29,0.6258050442952136,4,1,11,81,2.4366661933079423
物理与天文学院,1,22,0.7943927138256411,5,0,6,72,1.9973704071312015
哲学学院,0,25,0.7705278667217259,4,0,18,84,2.662144796880569
物理与天文学院,1,22,0.8850177061146373,4,1,4,70,1.8647466508573372
文学院,0,30,0.8582663644849378,9,1,11,69,3.000128829061754
社会学院,0,28,0.6740862872602243,7,0,13,96,3.581352453648341
经济与工商管理学院,0,22,0.6824555672841588,9,0,6,84,2.112390510825889
哲学学院,1,21,0.7004024715097493,0,1,7,94,2.339067643339929
历史学院,0,27,0.6715801761188709,7,1,13,78,2.458255250197618
体育与运动学院,1,25,0.8628852798673868,6,1,11,87,3.083889596383227
教育学部,1,27,0.9977720716801082,0,0,8,69,2.6921219365511146
马克思主义学院,0,26,0.8608433362063745,8,0,9,74,2.5283503402590912
文学院,1,22,0.8426726184765165,3,0,9,91,2.4869715845836238
历史学院,0,27,0.763971173340429,6,1,0,62,1.4829273231844526
心理学部,1,29,0.7250321035439042,2,0,5,83,2.21418100128756
体育与运动学院,0,20,0.9644295027625917,7,1,13,69,2.2976558208284557
教育学部,1,20,0.9876007496568612,3,0,8,89,2.6756541789624038
数学科学学院,1,29,0.7987104702350911,1,1,11,92,3.1063377257021085
地理科学学部,0,27,0.716080198202623,1,0,18,84,2.9511293359601747
心理学部,0,28,0.9080488830679071,7,1,19,98,4.0
教育学部,0,29,0.6529827163467513,7,1,11,98,3.4071726362631782
数学科学学院,0,25,0.9062352950574726,0,1,12,84,2.769783788256296
外国语言文学学院,1,24,0.9275793497245355,5,0,2,97,2.931554273674808
教育学部,1,21,0.649961577850867,8,0,10,71,1.8165686780510042
外国语言文学学院,1,30,0.9907445875186255,8,1,1,63,2.43958723753049
化学学院,1,28,0.9942049161553914,1,1,17,87,3.577891783845097
地理科学学部,0,25,0.9746877917309404,7,1,17,79,3.2298950160772457
体育与运动学院,1,27,0.7984139237625058,7,1,8,69,2.300844339314276
外国语言文学学院,0,28,0.6984296569107313,3,1,0,90,2.4395010655259197
统计学院,1,28,0.8328037123527652,3,1,15,78,2.8580774831902267
物理与天文学院,0,27,0.7679735353885743,4,1,0,61,1.4363931124446871
体育与运动学院,0,31,0.6823794578868788,9,1,19,63,2.5050879246070012
文学院,0,29,0.7694705638471391,6,1,4,74,2.058930932662847
体育与运动学院,0,27,0.8655559342710362,0,0,16,97,3.697504632658291
外国语言文学学院,0,22,0.6283653243143964,8,1,7,92,2.3170153326614673
外国语言文学学院,1,22,0.7333672005784067,2,1,5,77,1.4868764416675613
人工智能学院,0,21,0.6071179560051301,3,1,0,99,1.8867572344859835
心理学部,1,20,0.8997982021846702,6,1,12,91,2.6442602733450116
统计学院,1,23,0.8562765070466802,4,0,17,91,3.8160594483302956
数学科学学院,0,21,0.6250688538807864,4,1,3,72,1.5040729315773866
体育与运动学院,1,21,0.9858950238407871,0,1,14,75,2.4234086323692683
人工智能学院,1,30,0.6090486228508403,1,1,13,92,2.6862299320139753
数学科学学院,1,30,0.8359842585904355,4,1,15,93,3.643533785015719
哲学学院,0,24,0.9105469847196224,1,1,4,73,2.424848504696201
外国语言文学学院,0,23,0.9151585252178892,0,0,0,61,1.487314157119105
马克思主义学院,0,20,0.6137140542372815,9,1,3,72,1.360014975865186
外国语言文学学院,0,28,0.9625660530561757,2,1,16,88,3.5022974424956024
政府管理学院,1,23,0.9673806687708488,0,1,5,93,3.052677256229121
经济与工商管理学院,1,24,0.824556149261749,9,0,3,76,2.228556980497255
法学院,1,26,0.7928332795548585,7,0,6,62,1.7405191990654407
心理学部,1,21,0.6179469852250399,7,0,0,89,1.7295019599954267
环境学院,1,27,0.8247816570039475,7,0,9,63,1.9611080542964818
教育学部,1,30,0.7637516327080923,6,1,12,90,3.4743233426280735
马克思主义学院,0,21,0.9091225629634625,6,1,8,64,1.6300635122331428
外国语言文学学院,1,30,0.7615534267544352,1,0,13,61,2.0501607233579855
统计学院,1,29,0.8734323333298839,8,0,0,63,1.8555126559953805
经济与工商管理学院,1,24,0.6405632584950123,6,1,8,97,2.2742799548784762
经济与工商管理学院,0,31,0.6531809083063868,4,0,5,86,2.306875179104244
马克思主义学院,1,21,0.6558840762596633,3,1,9,86,1.9054642308381224
政府管理学院,1,21,0.6182101999198973,7,0,10,74,1.48458464998673
环境学院,0,23,0.8165315437079215,4,0,6,98,2.728239731359344
地理科学学部,1,23,0.9175870904174543,5,0,19,97,4.0
法学院,0,27,0.8441644814774665,3,0,11,73,2.4371369299246637
文学院,0,25,0.8299819542211425,1,0,11,77,2.5505443507782752
新闻传播学院,1,29,0.8722495713610945,6,0,13,88,3.123742985959612
外国语言文学学院,1,27,0.7358581292288059,1,1,9,66,1.6853540651995
社会学院,0,26,0.7447816286592915,6,1,15,97,3.2934600451322833
环境学院,1,29,0.725708039288369,6,1,3,83,2.3948041593159726
文学院,1,23,0.8848435731414301,0,1,13,97,3.4050306345293078
外国语言文学学院,0,21,0.6646561342683097,9,0,1,65,1.1383925864293367
新闻传播学院,0,28,0.6052101121251697,9,1,1,79,1.6920879447783737
化学学院,1,21,0.838478578688997,2,0,10,95,3.016803790421691
哲学学院,0,20,0.9769525458936822,2,0,10,69,2.081103036323658
化学学院,1,27,0.8437631667985219,5,0,5,81,2.5572319414829323
体育与运动学院,1,29,0.9131686611763581,2,1,2,92,2.719686875618991
文学院,1,28,0.869116283786412,8,0,8,82,2.8431650547400973
外国语言文学学院,1,20,0.7989746614092065,4,0,2,63,1.2994906937893065
物理与天文学院,0,26,0.8873569607135383,5,0,0,80,2.2965142845759248
数学科学学院,1,21,0.9296416495420887,5,0,1,72,1.722107694122296
心理学部,0,25,0.6898926576686792,7,1,14,72,2.354706691318944
统计学院,1,30,0.7344521921932582,9,0,10,71,2.225145807387258
环境学院,1,24,0.6894902930013136,2,1,7,83,1.7528037235825191
经济与工商管理学院,0,20,0.7808691822361764,8,0,15,94,3.274361024461395
哲学学院,1,21,0.954025820366667,6,1,16,78,2.797935240692201
文学院,0,21,0.738082840334133,5,1,2,68,1.5166343060308185
历史学院,0,29,0.7497867556522213,0,1,7,72,1.9886404356565412
教育学部,1,29,0.9441468938687727,3,1,6,81,3.0240389169058197
艺术与传媒学院,1,25,0.8061497322978701,4,1,2,99,2.6889319737393444
法学院,1,30,0.8141795998589738,1,1,6,95,3.249006159729037
生命科学学院,1,31,0.9443204813328852,0,1,4,87,2.918342756472963
法学院,0,20,0.7962106948101892,1,0,0,66,1.055335018744182
地理科学学部,1,30,0.8726230138517581,7,0,4,89,2.6010245894566038
法学院,1,23,0.6342578663496242,9,1,2,90,1.8091539601684015
化学学院,1,31,0.6714526852507541,5,1,17,70,2.667819996214672
社会学院,1,29,0.7617504802864983,9,1,18,89,3.381637551970207
艺术与传媒学院,1,30,0.79793562712795,1,0,9,74,1.9680946404516133
化学学院,0,24,0.9862934804944918,8,0,3,72,2.242495207399113
经济与工商管理学院,1,21,0.988260653219116,7,0,12,94,3.56387337840021
艺术与传媒学院,0,21,0.9404788349915046,3,1,0,94,2.427481689643489
人工智能学院,1,26,0.7262395341142298,9,1,3,79,2.363408447504712
艺术与传媒学院,1,26,0.9856113163329758,6,1,8,82,2.965449335824531
地理科学学部,1,25,0.875736345870485,2,0,16,96,3.4219063815195416
地理科学学部,0,20,0.7571760511269602,5,1,10,79,2.0085121966644293
新闻传播学院,1,31,0.8806699667939065,2,1,6,78,2.3192587263130595
历史学院,0,31,0.6066090919146107,9,1,6,77,2.1209661946643825
社会学院,0,22,0.6584618729096854,2,0,12,63,1.3652447789326727
法学院,1,28,0.9318742846225471,8,1,18,67,3.1178979500506037
物理与天文学院,0,29,0.8582294547492684,5,1,16,89,3.379187410919495
生命科学学院,1,20,0.7456778805167537,7,0,17,79,2.1638222810671985
社会学院,1,21,0.8002666560890875,3,0,12,67,2.205861114172454
环境学院,0,27,0.9620568598583068,3,0,16,64,2.6927226939016267
马克思主义学院,1,26,0.8526312437916346,7,0,17,93,3.56027706299679
人工智能学院,1,28,0.7592597135737321,6,1,19,99,3.9944110289801813
心理学部,0,29,0.648130662959014,4,1,1,66,1.1801470584976994
历史学院,0,31,0.7174987206502244,1,1,18,81,2.735853553880643
历史学院,0,31,0.9913360931186334,5,0,14,68,3.1633884309554428
统计学院,0,23,0.774945225140711,0,0,8,70,2.079068620266849
马克思主义学院,0,23,0.7887357855379443,6,0,13,71,1.9385182012329372
文学院,0,26,0.7994392129588062,8,0,18,67,2.5520879326576673
新闻传播学院,1,20,0.9536416091792844,4,1,7,91,2.979338220283719
文学院,0,29,0.841571313754124,4,1,11,76,2.8145477573130644
法学院,0,31,0.8774708145807688,6,0,16,85,3.444767596776646
化学学院,1,28,0.7557654170196416,4,1,11,92,2.867279951176363
物理与天文学院,1,21,0.6116350474355897,9,1,14,85,1.9671331029071284
外国语言文学学院,0,20,0.9723891656971377,3,0,4,81,2.7572580864732688
哲学学院,0,26,0.9796510723665626,0,1,1,62,2.099852109862539
环境学院,1,25,0.9796612213392204,5,1,19,90,3.682336747071366
历史学院,0,31,0.9774748346586866,8,1,17,73,3.4736335648626624
马克思主义学院,0,22,0.9260967764278244,3,0,2,77,1.9674119683757976
生命科学学院,1,20,0.8738384200465308,9,0,4,93,2.670640798618947
文学院,0,31,0.9378039673069143,3,0,1,99,3.3035577767420126
历史学院,1,24,0.8402184956004145,4,0,8,76,2.02420446071287
新闻传播学院,0,29,0.6537478455568094,5,1,4,71,1.7315980425686412
生命科学学院,1,23,0.7564872660165685,2,0,16,98,3.1846668593810024
艺术与传媒学院,1,24,0.988517964789175,8,1,19,92,3.6221455052052067
马克思主义学院,1,20,0.7404551254382625,0,1,14,91,2.458837044644697
物理与天文学院,0,20,0.9471311654925478,5,0,12,80,2.4314110926282826
化学学院,1,24,0.6372845883099478,5,0,8,73,1.4694349682342314
社会学院,0,25,0.7336735369501879,7,0,1,61,1.1884974687146952
政府管理学院,1,24,0.7403813298909518,4,0,1,66,1.2669180328783374
历史学院,1,21,0.620641017243592,8,1,10,74,1.7350877010706496
数学科学学院,1,28,0.647637732074702,8,1,2,90,2.7927916177522416
教育学部,0,24,0.6772660844487084,1,1,2,87,1.9902481658676396
生命科学学院,0,30,0.9351262363240451,4,0,9,67,2.5998789861960265
心理学部,1,30,0.6253607959759225,6,0,1,66,1.395409546455662
统计学院,0,24,0.7194803605377549,1,0,0,95,1.8919068700528505
教育学部,0,29,0.604070001035707,6,0,5,69,1.555288815593759
物理与天文学院,0,28,0.8782510981612099,8,1,5,98,3.3994986788293593
人工智能学院,1,22,0.8481212360173519,7,0,10,89,3.0078804735665092
心理学部,0,24,0.8579929048212567,9,1,15,99,3.4933788665488748
历史学院,1,31,0.7497531138858475,8,1,0,64,1.6061128039425976
文学院,1,24,0.6833071285070276,3,1,4,80,1.6281864398519177
物理与天文学院,1,21,0.8881280853144133,7,0,9,65,1.8389799968627
化学学院,0,30,0.924447149096278,8,0,5,75,2.6542068453337704
社会学院,1,23,0.6554405992392807,9,1,10,75,1.7815777316472603
地理科学学部,0,30,0.7947317711749685,1,0,15,83,3.140598617001435
历史学院,0,30,0.699486272791545,9,0,19,78,2.7948769559711466
社会学院,1,21,0.6672427444824535,2,0,12,78,2.039532388929482
数学科学学院,1,24,0.8937301253979997,0,1,11,96,3.134697538580708
体育与运动学院,1,29,0.8152387741891348,0,1,17,92,3.335833619741934
新闻传播学院,0,31,0.6864741329514671,9,1,12,64,2.3634648126029987
化学学院,0,21,0.724000004484618,5,1,4,68,1.5419686522866651
政府管理学院,1,29,0.9866614685310969,0,1,12,80,3.2581820771690904
体育与运动学院,1,28,0.9394718258834227,4,0,12,66,2.2054170898079444
历史学院,0,29,0.9519786971492513,5,0,18,84,3.8734365771099037
新闻传播学院,0,25,0.7840048388322832,8,1,18,80,3.2946596730949023
地理科学学部,1,27,0.84952290556835,5,1,12,72,2.526171437538138
生命科学学院,0,28,0.7507070960817647,3,1,10,80,2.324980955583268
环境学院,0,27,0.6310847902755562,0,1,15,69,1.679374061997263
物理与天文学院,0,24,0.760427724262713,5,0,13,83,2.5525745272370677
社会学院,0,24,0.8375923012828579,6,1,9,86,2.5781880276211604
政府管理学院,0,25,0.7148577083072526,4,0,1,92,2.2074446936911416
物理与天文学院,0,20,0.9391802298909663,5,1,7,85,2.5720643271178103
生命科学学院,1,30,0.6604400636698394,9,0,7,95,2.659246963778319
新闻传播学院,0,27,0.746851635774768,7,0,19,76,2.6947071419778656
历史学院,1,21,0.6499615621296811,0,0,13,80,1.9427746722970514
新闻传播学院,1,25,0.7619328535940901,7,1,13,61,1.7799174552617583
环境学院,0,28,0.6158645219897082,1,1,17,74,2.1778279486814123
化学学院,1,22,0.7090197580246582,1,1,14,61,1.7290603414338466
社会学院,1,21,0.7602941020454734,7,1,15,66,1.8930697722083385
生命科学学院,1,29,0.7912661453106766,1,0,13,95,3.078216429591654
法学院,0,24,0.8174785433900568,7,1,9,91,2.9856129460258933
哲学学院,1,30,0.7099964519159676,4,1,1,62,1.6622889295390995
心理学部,0,28,0.8092165338459489,8,1,4,62,1.934476661830439
数学科学学院,1,25,0.803601848624824,8,1,2,92,2.5596423754020976
艺术与传媒学院,1,27,0.7264712203504834,7,1,6,84,2.3401331550343714
艺术与传媒学院,1,27,0.9320801322625913,8,0,11,96,3.5655296262008997
政府管理学院,1,26,0.818256450637426,6,0,9,95,3.06579089118389
政府管理学院,0,24,0.732907887498618,7,0,10,94,3.3605405725400774
文学院,1,21,0.9789354048323106,5,1,16,78,3.049376936689843
体育与运动学院,1,29,0.9380449652284644,8,1,3,78,3.126278475714147
马克思主义学院,0,29,0.9930351246207203,1,0,5,92,3.4280728876988107
外国语言文学学院,0,24,0.8768935498581683,2,1,6,77,1.7924487581392836
化学学院,0,31,0.7512891622024187,1,0,4,86,2.385161731705161
体育与运动学院,1,26,0.7123442666716049,5,0,5,89,2.4069072087836667
政府管理学院,0,31,0.8653271374697924,2,0,16,90,3.583418848121723
地理科学学部,0,31,0.9923266329981215,0,0,13,98,3.9671076623680515
地理科学学部,0,26,0.8506860320415395,3,0,10,62,1.6131371918862907
新闻传播学院,0,30,0.9526459763959353,4,1,4,81,2.543346226071689
历史学院,0,21,0.7316413724191074,3,1,1,69,1.2601536900192065
心理学部,0,26,0.7627815129897022,5,1,13,67,2.1017471364782234
马克思主义学院,1,25,0.9625100958357413,2,1,15,93,3.8589201905607866
外国语言文学学院,0,26,0.9027466807831275,9,0,1,77,2.373912792861055
人工智能学院,1,30,0.9925641281471623,5,0,16,71,3.359232860790767
心理学部,0,27,0.9099056838928967,9,0,15,91,3.7887360646090107
哲学学院,0,23,0.7794062828872927,0,0,8,61,1.3887568371997825
体育与运动学院,0,20,0.8124272079289452,5,1,19,76,2.8609667470493694
马克思主义学院,1,27,0.9602061969852547,7,0,19,71,3.0917211419333617
艺术与传媒学院,0,27,0.8206586944392191,9,0,8,66,2.150199390915502
统计学院,0,22,0.7021589496657781,7,0,4,74,1.6642624722343158
哲学学院,0,22,0.7742479251079798,0,1,3,61,1.0
化学学院,0,24,0.8065263955396471,6,0,6,86,2.2935065640090286
社会学院,1,22,0.6386879334204518,9,0,4,85,1.7012400932395013
新闻传播学院,1,24,0.8975050697011561,9,0,2,84,2.359747927812105
历史学院,1,27,0.6437415733419892,3,1,7,71,1.6963671721068851
数学科学学院,1,20,0.7619670853475222,5,1,15,76,2.3755601773185004
艺术与传媒学院,1,21,0.9218489766161618,5,0,5,60,1.3702107769772982
艺术与传媒学院,0,21,0.7870281446453188,4,1,8,90,2.575788174324327
生命科学学院,0,31,0.9368062078874032,9,1,19,99,4.0
人工智能学院,0,23,0.736752528822446,8,0,17,64,2.282890418148073
经济与工商管理学院,1,28,0.9830545175993741,9,1,10,87,3.443127661632964
体育与运动学院,0,21,0.6837873727220942,7,1,18,87,3.1029612906224378
地理科学学部,1,31,0.6153056579957205,5,0,6,67,1.8171449103340114
人工智能学院,0,30,0.9489706171961674,3,0,9,73,2.6943905884200237
文学院,1,31,0.9008810863801633,3,1,4,65,2.0850858071216267
人工智能学院,0,28,0.6927935348269492,8,0,6,77,2.345718220673994
人工智能学院,0,26,0.9938966428546696,3,1,5,96,3.3074322846902175
哲学学院,0,29,0.8009120517074111,6,0,17,69,2.690464745258731
外国语言文学学院,0,27,0.9804261760576654,5,1,14,94,3.724413108998215
人工智能学院,1,20,0.8020115085547997,1,0,9,94,2.4992763999615772
外国语言文学学院,0,24,0.7887498347085165,4,1,5,76,1.8068044470605529
生命科学学院,0,28,0.779655414857786,2,1,0,86,2.5624747641196346
艺术与传媒学院,0,31,0.73395011045318,8,1,9,83,2.764415909778874
环境学院,1,23,0.8134805988706206,9,1,14,69,2.431188928920184
文学院,0,21,0.7810218647794271,0,1,13,76,2.260345161090663
心理学部,0,25,0.6146987506494216,9,1,15,92,3.1796861000306644
环境学院,0,21,0.704174093369401,3,1,4,92,2.090221050166258
新闻传播学院,0,22,0.6852491200422234,3,1,13,76,1.6020704612768912
地理科学学部,0,27,0.9469742409284266,8,0,15,77,3.2221844804973627
历史学院,1,22,0.8395479908907366,0,1,13,97,3.2352736998624283
文学院,1,21,0.905473240179891,1,0,6,66,1.6250687390230443
经济与工商管理学院,1,25,0.9827304150997123,0,0,18,85,3.50904889113287
社会学院,0,22,0.857615709010564,0,1,3,60,1.3117116179219757
化学学院,1,20,0.9930439965618978,0,0,17,70,2.499912421932654
体育与运动学院,0,31,0.7247056206608519,2,0,14,69,2.5875761933139243
马克思主义学院,0,22,0.6745068729251575,3,0,16,90,2.5897104065280687
物理与天文学院,0,25,0.7613239551971646,9,0,0,84,2.5102661689463415
心理学部,0,22,0.7883197659743232,1,0,14,60,1.6749762823632626
哲学学院,1,28,0.958144617141034,0,0,15,62,2.320572902371394
心理学部,1,26,0.8239761756146705,4,1,10,60,1.516357339388084
哲学学院,1,24,0.7168723997672068,5,1,8,66,1.919916039380256
环境学院,0,21,0.8970537131470083,1,0,16,73,2.6621276356932273
哲学学院,1,28,0.8023327748556284,2,1,14,82,3.056518957999109
地理科学学部,1,24,0.664852778110068,9,0,7,76,2.1986075622887227
社会学院,0,26,0.8307279150365009,2,0,17,73,2.994791463382819
体育与运动学院,1,28,0.9645578147229136,1,0,7,68,1.9270793177314876
体育与运动学院,0,23,0.9370490469903281,3,1,2,80,1.9862237850902247
地理科学学部,1,28,0.8347239890541325,4,1,18,61,2.4051535761897136
生命科学学院,1,20,0.7508332695539952,7,1,13,91,2.9973688039328996
历史学院,1,31,0.6347915004256844,5,0,1,67,1.5212890797886514
环境学院,0,25,0.7878595693326496,8,1,0,95,2.7303964548003252
马克思主义学院,1,21,0.9008317750118316,2,1,4,85,2.3155678528929307
生命科学学院,1,27,0.7441094878932042,9,0,16,96,3.3106028083205494
数学科学学院,1,24,0.6941787302206658,8,1,0,74,1.5915589216140347
法学院,1,22,0.9725518877083814,3,1,15,93,3.4590537703624546
心理学部,0,21,0.9286222801831969,7,1,2,80,2.2492513876029703
艺术与传媒学院,0,27,0.8553102477680579,9,1,9,82,3.065657445864868
物理与天文学院,1,26,0.6547133375682077,6,0,18,68,2.1783672702233283
哲学学院,1,28,0.6579635361624692,6,0,10,99,3.1239395022163965
经济与工商管理学院,1,27,0.6412878365823116,8,0,2,85,2.0634503444608483
新闻传播学院,0,30,0.8465186667570973,9,0,1,81,2.718137934293911
马克思主义学院,1,23,0.6462251185893344,1,0,2,72,1.0
地理科学学部,1,21,0.9370508795450532,4,0,14,84,2.685344991551962
艺术与传媒学院,0,21,0.9971860007277289,2,1,19,66,2.6251717756064843
社会学院,0,21,0.7465392738834661,6,0,8,86,2.478824474750425
社会学院,0,30,0.781467938786839,2,0,14,74,2.5267994807403245
外国语言文学学院,1,31,0.8846668707942715,4,1,1,71,2.663031897863028
外国语言文学学院,0,25,0.9748612025303063,4,1,5,92,2.9549265714588495
统计学院,0,26,0.957637509422554,1,0,4,80,2.492931002693988
统计学院,1,31,0.6230367314999394,0,1,5,84,1.7958645112109202
新闻传播学院,0,25,0.667628721022706,5,1,4,99,2.9252177684621175
法学院,1,21,0.9018388794231169,0,0,11,81,2.4750791270529255
外国语言文学学院,1,23,0.8755572432129789,8,1,3,73,1.656637951581748
体育与运动学院,0,22,0.6532874376160492,9,1,13,67,1.7666518234427737
政府管理学院,1,30,0.800825832800627,4,0,13,83,2.476024530033168
统计学院,0,23,0.9123258524341182,0,0,10,62,2.1162548322117147
社会学院,0,24,0.6875122729050774,7,1,0,71,1.2711618820070754
地理科学学部,0,26,0.9485150542938665,0,1,4,81,2.5739690086573797
心理学部,1,28,0.6211887099281471,3,0,4,75,1.517438668756888
地理科学学部,0,30,0.9128780340272296,6,0,11,66,2.5617737878476134
统计学院,1,21,0.8463275599159481,3,1,4,77,2.1630637296584028
艺术与传媒学院,1,27,0.7260797386617397,4,1,12,82,2.5357040905339425
教育学部,1,22,0.8883730193367645,6,0,10,85,2.9049546716254593
哲学学院,0,28,0.9129463180604639,3,0,0,97,2.4463031469559464
物理与天文学院,1,29,0.9735595885215877,4,0,11,61,2.203860551088478
经济与工商管理学院,1,31,0.7471098688617055,6,1,5,61,1.812793869706832
统计学院,0,23,0.8744066943919819,0,0,10,81,2.336869979817362
物理与天文学院,0,22,0.8410465107738764,2,0,11,97,3.2839575142071693
艺术与传媒学院,1,29,0.8100824277828353,0,0,5,87,2.7591667490832825
历史学院,1,25,0.9561665896620152,2,1,4,76,2.6826634383033423
人工智能学院,0,29,0.6012669256553601,1,1,17,77,2.3994463078807473
环境学院,1,28,0.7128446424414391,4,1,15,61,1.8579914143410416
社会学院,1,26,0.815310895817932,9,0,12,94,3.456338146977733
化学学院,1,23,0.6713173046546209,4,0,6,74,1.4229257607513524
政府管理学院,1,22,0.9631466134931033,9,0,13,74,2.7553660078878828
生命科学学院,0,29,0.8590380470452061,8,0,0,93,3.00778973489215
教育学部,1,23,0.7911531978527959,7,1,11,74,2.1824024398862916
法学院,0,22,0.9258807036266619,2,1,2,77,2.5990263749436875
社会学院,1,31,0.7803544765860415,0,0,17,72,2.806608120205694
生命科学学院,0,22,0.8234612047720038,4,0,10,97,2.8313687998033235
地理科学学部,1,31,0.6011003982215684,2,0,19,67,2.380952581895492
化学学院,0,28,0.7462802120780294,4,0,6,75,2.434862388033159
统计学院,1,23,0.6555161889403879,8,0,9,79,1.747739647564635
哲学学院,0,28,0.8758754722649165,0,1,18,85,3.5882142786817313
法学院,1,31,0.7916107835902935,0,0,12,94,3.0021959397717795
政府管理学院,1,29,0.7207030229000924,8,1,13,76,2.6495891436094596
文学院,0,24,0.7871329357486969,2,1,14,85,2.805404650446323
法学院,0,26,0.6838519551805384,9,0,5,77,1.894419127018082
文学院,0,24,0.9700346529944562,4,1,6,66,2.0522322413594565
历史学院,0,20,0.6215890530203652,8,1,12,94,2.398348403863614
文学院,0,21,0.9461668141184482,4,0,15,71,2.4519334355156692
法学院,1,30,0.8045435154933404,2,0,14,60,1.9401052022341767
心理学部,0,24,0.8475785984555269,8,0,17,84,3.3871285905972477
环境学院,0,25,0.7210422483634815,6,0,2,75,1.4610815131240793
经济与工商管理学院,1,26,0.9866790467177285,6,1,15,74,3.4918425367530688
统计学院,0,21,0.7127403834077959,7,0,0,70,1.2527197712263407
统计学院,0,29,0.8355511988561217,4,1,0,96,2.4894876730507534
艺术与传媒学院,0,28,0.9973666820428515,1,1,18,98,4.0
社会学院,1,25,0.9524377585533783,8,1,5,62,2.034999743792163
物理与天文学院,0,21,0.8145319301144425,2,0,10,98,2.6813372423417765
外国语言文学学院,1,21,0.9961498091868848,1,1,6,79,2.4226874724758383
地理科学学部,1,22,0.8805479446930458,9,1,2,82,2.2481004136384195
体育与运动学院,0,20,0.6834801664567237,9,0,5,74,1.87175921268919
政府管理学院,1,28,0.7622384841743226,4,1,0,77,1.8160354214096082
历史学院,0,29,0.7337973336046204,7,1,7,98,2.9031830149320967
人工智能学院,0,30,0.7376054833084756,2,0,13,94,3.0378131314270966
物理与天文学院,0,23,0.9041825757439466,5,1,3,88,2.465526056359079
体育与运动学院,0,24,0.8337051709091174,8,1,3,79,2.5102801578841953
法学院,0,26,0.6152370846358114,1,1,15,74,2.0939001555582966
数学科学学院,1,20,0.9509793934603904,7,0,10,91,2.808704745509299
经济与工商管理学院,1,22,0.7187184561920659,9,1,6,71,1.5801572963262478
